Select Product Name,Select Your Skin Type,output,timestamp
Lip Gloss,normal,"❌ 'Lip Gloss' is TOXIC for normal skin.

Recommended Safe Alternatives:
- Liquid Lipstick in Trouble (['Isododecane, Trimethylsiloxysilicate, Boron Nitride, Nylon-12, Ozokerite, Mineral Oil/Paraffinum Liquidum/Huile Minerale, Disteardimonium Hectorite, Butylene/Ethylene/Styrene Copolymer, Ethylene/Propylene/Styrene Copolymer, Isohexadecane, Phenoxyethanol, Propylene Carbonate, Sodium Hyaluronate, Sodium Magnesium Silver Phosphate, Tocopheryl Acetate, Tripeptide-1, Xanthan Gum, May Contain (+/-): Red 7 Lake (Ci 15850), Red 6 (Ci 15850), Yellow 5 Lake (Ci 19140), Red 22 Lake (Ci 45380), Red 27 Lake (Ci 45410), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).'])
- Clinique Pop Liquid Matte Lip Colour + Primer Lipstick (['Isododecane , Octyldodecanol , Hydrogenated Polydecene , Hydrogenated Styrene/ Isoprene Copolymer , Disteardimonium Hectorite , Polyethylene , Helianthus Annuus (Sunflower) Seed Wax , Tocopherol , Tocopheryl Acetate , Dicalcium Phosphate , Silica Dimethyl Silylate , Propylene Carbonate , Synthetic Fluorphlogopite , Silica , Tin Oxide , Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate ,  [+/- Mica , Titanium Dioxide (Ci 77891) , Iron Oxides (Ci 77491) , Iron Oxides (Ci 77492) , Iron Oxides (Ci 77499) , Red 7 Lake (Ci 15850) , Blue 1 Lake (Ci 42090) , Yellow 5 Lake (Ci 19140) , Manganese Violet (Ci 77742) , Red 6 (Ci 15850) , Red 27 (Ci 45410) , Yellow 6 Lake (Ci 15985) , Red 22 Lake (Ci 45380) , Red 30 Lake (Ci 73360) , Carmine (Ci 75470) , Bismuth Oxychloride (Ci 77163) , Red 28 Lake (Ci 45410) , Red 21 (Ci 45380) , Red 33 Lake (Ci 17200)] <ILN42709>'])
- Bubble Pop Electric High-Performance Clean Lip Gloss (['Polybutene, Dicalcium Phosphate, Mica, Octyldodecanol, Silica Dimethyl Silylate, Silica Silylate, Glyceryl Behenate/Eicosadioate, Caprylic/Capric Triglyceride, Stearalkonium Bentonite, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propylene Carbonate, Fragrance (Parfum). May Contain/Peut Contenir: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Manganese Violet (Ci 77742), Orange 5 Lake (Ci 45370), Red 6 (Ci 15850), Red 6 Lake (Ci 15850), Red 7 (Ci 15850), Red 7 Lake (Ci 15850), Red 21 Lake (Ci 45380), Red 22 Lake (Ci 45380), Red 28 (Ci 45410), Red 28 Lake (Ci 45410), Red 30 (Ci 73360), Red 30 Lake (Ci 73360), Red 33 Lake (Ci 17200), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985), Yellow 10 Lake (Ci 47005).'])",2025-08-22 19:47:19.647326
